delta_frames,rmse,mean,median,std,max_error
1,0.9026764143193067,0.7776743935067149,0.7691970469319471,0.458309116920364,1.5612719471976706
10,9.07423829709851,7.794282200578561,7.887567012575585,4.646607972518608,15.531136458783521
100,82.83636063867688,73.30820654070543,71.94058993246611,38.571615180676716,173.5105183958383
