delta_frames,rmse,mean,median,std,max_error
1,0.9052523744294011,0.7801129905559608,0.7780811273071965,0.45924457903812405,1.5708868632016222
10,9.09889245491318,7.818343439835314,7.900261761627123,4.654390374996506,15.620548618363108
100,83.03845161658847,73.48890311539314,72.524480099592,38.662198149831916,172.4222011115249
