delta_frames,rmse,mean,median,std,max_error
1,0.856469405986494,0.7270803397646982,0.586811933650716,0.45265220966930986,1.5662186510233738
10,8.55355936576063,7.256875219403117,5.73596502218715,4.527818445300602,15.497335498432763
100,77.35183267216357,67.26986663644203,57.82136554299579,38.1846966788751,144.08310730191758
