delta_frames,rmse,mean,median,std,max_error
1,0.8519150298846504,0.722102112838066,0.577022122578951,0.4520262788579504,1.551947343314872
10,8.508365379954384,7.207881477542974,5.7068723895492734,4.520920928804135,15.40401401483444
100,76.96215159664672,66.83266290648427,57.78314664141932,38.16500946172387,143.4566291346279
